level_0,index,LEAD_BRAND_ID,PRODUCT_BRAND,COUNT,AVG_VAL,VAL_SEG_ID,VAL_MIN,VAL_MAX,VAL_COUNT,VAL_AVG_VAL,LEAD_BC_Value,LEAD_const,LEAD_GP_PCT_VALUE,LEAD_LIST_VALUE,LEAD_TMC_VALUE,VAL_BC_Value,VAL_Discount_act,VAL_Discount_opt,VAL_const,VAL_GP_PCT_VALUE,VAL_LIST_VALUE,VAL_TMC_VALUE,SEGMENT_ID
0,0,1,MODEL:ZR250VSDA8,1000,0.2256440258349157,1,0.0,1.6236118078231812,519,0.24397775691217524,-76792.82267931501,nan,2.219542473348791,-1.0358973855523352,nan,-45046.08809774963,0.2785417087046202,0.0771873182060544,nan,2.219542473348791,-1.0358973855523352,nan,0
1,1,1,MODEL:ZR250VSDA8,1000,0.2256440258349157,2,1.6236118078231812,2.066782832145691,178,0.3592345969151751,-76792.82267931501,nan,2.219542473348791,-1.0358973855523352,nan,-9026.209317060722,0.44093338682700894,0.3616141045851452,nan,2.219542473348791,-1.0358973855523352,nan,1
2,2,1,MODEL:ZR250VSDA8,1000,0.2256440258349157,3,2.066782832145691,2.4207751750946045,176,0.1301914987458239,-76792.82267931501,nan,2.219542473348791,-1.0358973855523352,nan,-15387.947066375225,0.5683581534123362,0.4034924647970156,nan,2.219542473348791,-1.0358973855523352,nan,2
3,3,1,MODEL:ZR250VSDA8,1000,0.2256440258349157,4,2.4207751750946045,10000.0,127,0.19183950927263704,-76792.82267931501,nan,2.219542473348791,-1.0358973855523352,nan,-7332.578198129436,0.6446322817481857,0.5433285892146476,nan,2.219542473348791,-1.0358973855523352,nan,3
